topic,year,papers_published
COVID-19 diagnosis using AI,2018,10
Game Theory and Voting Systems,2018,9
Caching and Content Delivery,2018,9
Complexity and Algorithms in Graphs,2018,9
Color Science and Applications,2018,9
Service-Oriented Architecture and Web Services,2018,9
Image and Object Detection Techniques,2018,9
Advanced Database Systems and Queries,2018,9
Distributed Control Multi-Agent Systems,2018,9
CCD and CMOS Imaging Sensors,2018,9
Data Quality and Management,2018,9
Remote Sensing and LiDAR Applications,2018,9
Neural dynamics and brain function,2018,8
Wireless Signal Modulation Classification,2018,8
Photovoltaic System Optimization Techniques,2018,8
IoT-based Smart Home Systems,2018,8
Digital and Cyber Forensics,2018,8
Automated Road and Building Extraction,2018,8
3D Shape Modeling and Analysis,2018,8
Energy Load and Power Forecasting,2018,8
Underwater Vehicles and Communication Systems,2018,8
Cellular Automata and Applications,2018,8
Vehicular Ad Hoc Networks (VANETs),2018,8
Control and Dynamics of Mobile Robots,2018,8
Emotion and Mood Recognition,2018,8
Information and Cyber Security,2018,8
Target Tracking and Data Fusion in Sensor Networks,2018,8
DNA and Biological Computing,2018,7
Traffic Prediction and Management Techniques,2018,7
Neural Networks and Reservoir Computing,2018,7
User Authentication and Security Systems,2018,7
Infrastructure Maintenance and Monitoring,2018,7
Wireless Communication Security Techniques,2018,7
Spam and Phishing Detection,2018,7
Web Data Mining and Analysis,2018,7
Reinforcement Learning in Robotics,2018,7
Manufacturing Process and Optimization,2018,7
UAV Applications and Optimization,2018,7
Virtual Reality Applications and Impacts,2018,7
Visual perception and processing mechanisms,2018,7
Digital Imaging for Blood Diseases,2018,7
Inertial Sensor and Navigation,2018,6
Tactile and Sensory Interactions,2018,6
Advanced Numerical Analysis Techniques,2018,6
Speech and dialogue systems,2018,6
Advanced Manufacturing and Logistics Optimization,2018,6
Algorithms and Data Compression,2018,6
Advanced Optimization Algorithms Research,2018,6
Augmented Reality Applications,2018,6
Gene expression and cancer classification,2018,6
Smart Grid Security and Resilience,2018,6
Control Systems and Identification,2018,6
Mathematical Dynamics and Fractals,2018,6
Biomedical Text Mining and Ontologies,2018,6
Distributed Sensor Networks and Detection Algorithms,2018,6
Rough Sets and Fuzzy Logic,2018,6
Energy Harvesting in Wireless Networks,2018,6
Maritime Navigation and Safety,2018,6
Bayesian Modeling and Causal Inference,2018,6
Remote Sensing and Land Use,2018,6
Image and Video Stabilization,2018,6
Advanced Data Storage Technologies,2018,6
Modular Robots and Swarm Intelligence,2018,6
Advanced Optical Imaging Technologies,2018,6
Cancer-related molecular mechanisms research,2018,6
graph theory and CDMA systems,2018,6
Advanced Bandit Algorithms Research,2018,6
Optimization and Packing Problems,2018,6
Multimedia Communication and Technology,2018,6
Cryptography and Residue Arithmetic,2018,5
Diabetic Foot Ulcer Assessment and Management,2018,5
GNSS positioning and interference,2018,5
Indoor and Outdoor Localization Technologies,2018,5
Meteorological Phenomena and Simulations,2018,5
Advanced Computational Techniques and Applications,2018,5
Advanced Software Engineering Methodologies,2018,5
Intelligent Tutoring Systems and Adaptive Learning,2018,5
Currency Recognition and Detection,2018,5
Opinion Dynamics and Social Influence,2018,5
Statistical Mechanics and Entropy,2018,5
Advanced Authentication Protocols Security,2018,5
Data Visualization and Analytics,2018,5
Graph theory and applications,2018,5
Expert finding and Q&A systems,2018,5
Information Retrieval and Search Behavior,2018,5
Machine Learning in Bioinformatics,2018,5
Hate Speech and Cyberbullying Detection,2018,5
Solar Radiation and Photovoltaics,2018,5
Graph Theory and Algorithms,2018,5
Evacuation and Crowd Dynamics,2018,5
Optical Systems and Laser Technology,2018,5
Advanced SAR Imaging Techniques,2018,5
Robotic Mechanisms and Dynamics,2018,5
Psychology of Moral and Emotional Judgment,2018,5
Complex Systems and Time Series Analysis,2018,5
Water Systems and Optimization,2018,5
Model Reduction and Neural Networks,2018,5
Human-Automation Interaction and Safety,2018,5
Stochastic Gradient Optimization Techniques,2018,5
Big Data and Business Intelligence,2018,5
Chaos control and synchronization,2018,5
Statistical Methods and Bayesian Inference,2018,5
Matrix Theory and Algorithms,2018,5
Satellite Communication Systems,2018,4
RNA and protein synthesis mechanisms,2018,4
Software Engineering Techniques and Practices,2018,4
Recommender Systems and Techniques,2018,4
Technology Adoption and User Behaviour,2018,4
Cell Image Analysis Techniques,2018,4
Innovative Human-Technology Interaction,2018,4
"Epistemology, Ethics, and Metaphysics",2018,4
Forecasting Techniques and Applications,2018,4
Music Technology and Sound Studies,2018,4
Access Control and Trust,2018,4
Traffic control and management,2018,4
Impact of Light on Environment and Health,2018,4
Innovative Teaching and Learning Methods,2018,4
Digital Marketing and Social Media,2018,4
Technology Use by Older Adults,2018,4
Advanced Algorithms and Applications,2018,4
Scheduling and Optimization Algorithms,2018,4
Medical Imaging Techniques and Applications,2018,4
Memory Processes and Influences,2018,4
EEG and Brain-Computer Interfaces,2018,4
Air Quality Monitoring and Forecasting,2018,4
Gaussian Processes and Bayesian Inference,2018,4
Soft Robotics and Applications,2018,4
Fractal and DNA sequence analysis,2018,4
Guidance and Control Systems,2018,4
Artificial Immune Systems Applications,2018,4
Distributed and Parallel Computing Systems,2018,4
Cybersecurity and Information Systems,2018,4
Security in Wireless Sensor Networks,2018,4
Advanced MIMO Systems Optimization,2018,4
Text Readability and Simplification,2018,4
Advanced Adaptive Filtering Techniques,2018,4
Cognitive Radio Networks and Spectrum Sensing,2018,4
Statistical Methods and Inference,2018,4
Labor market dynamics and wage inequality,2018,4
Experimental Behavioral Economics Studies,2018,4
Multi-Criteria Decision Making,2018,4
Advanced Combinatorial Mathematics,2018,4
Corporate Finance and Governance,2018,3
Medical Imaging and Analysis,2018,3
Advanced Decision-Making Techniques,2018,3
Computer Science and Engineering,2018,3
Data Mining and Machine Learning Applications,2018,3
Sensor Technology and Measurement Systems,2018,3
Public Relations and Crisis Communication,2018,3
Geophysical Methods and Applications,2018,3
Software Testing and Debugging Techniques,2018,3
Astro and Planetary Science,2018,3
Advanced Optical Sensing Technologies,2018,3
Nonlinear Dynamics and Pattern Formation,2018,3
Statistical Methods in Clinical Trials,2018,3
Constraint Satisfaction and Optimization,2018,3
Optical Wireless Communication Technologies,2018,3
Advanced Topics in Algebra,2018,3
Tensor decomposition and applications,2018,3
"Language, Metaphor, and Cognition",2018,3
Optimization and Mathematical Programming,2018,3
Computational Drug Discovery Methods,2018,3
Iterative Methods for Nonlinear Equations,2018,3
Power Line Communications and Noise,2018,3
Bayesian Methods and Mixture Models,2018,3
Software System Performance and Reliability,2018,3
Open Source Software Innovations,2018,3
Advanced Measurement and Detection Methods,2018,3
Misinformation and Its Impacts,2018,3
Advanced Data Processing Techniques,2018,3
Quantum and electron transport phenomena,2018,3
Algebraic Geometry and Number Theory,2018,3
Algebraic structures and combinatorial models,2018,3
Philosophy and Theoretical Science,2018,3
Human Motion and Animation,2018,3
Animal Behavior and Reproduction,2018,3
Reading and Literacy Development,2018,3
Climate variability and models,2018,3
Precipitation Measurement and Analysis,2018,3
Air Traffic Management and Optimization,2018,3
Advanced Mathematical Identities,2018,3
Vehicle Dynamics and Control Systems,2018,3
Advanced Radiotherapy Techniques,2018,3
Cooperative Communication and Network Coding,2018,3
Advanced MRI Techniques and Applications,2018,3
Cybersecurity and Cyber Warfare Studies,2018,3
Optical Coherence Tomography Applications,2018,3
Cognitive Computing and Networks,2018,3
Gaze Tracking and Assistive Technology,2018,3
Retinal Imaging and Analysis,2018,3
Advanced Computing and Algorithms,2018,3
Physical Unclonable Functions (PUFs) and Hardware Security,2018,3
Digital Holography and Microscopy,2018,3
Olfactory and Sensory Function Studies,2018,3
Industrial Technology and Control Systems,2018,3
Optimization and Variational Analysis,2018,3
Full-Duplex Wireless Communications,2018,3
Bioinformatics and Genomic Networks,2018,3
Radar Systems and Signal Processing,2018,3
Structural Health Monitoring Techniques,2018,3
Opportunistic and Delay-Tolerant Networks,2018,3
Wireless Communication Networks Research,2018,3
Smart Grid Energy Management,2018,3
Experimental Learning in Engineering,2018,3
solar cell performance optimization,2018,3
Photovoltaic Systems and Sustainability,2018,3
Action Observation and Synchronization,2018,3
Embedded Systems Design Techniques,2018,3
Mobile Agent-Based Network Management,2018,3
Geophysics and Gravity Measurements,2018,3
Quantum Mechanics and Applications,2018,3
High voltage insulation and dielectric phenomena,2018,3
Space Satellite Systems and Control,2018,3
Spacecraft Dynamics and Control,2018,3
Cervical Cancer and HPV Research,2018,3
Elevator Systems and Control,2018,2
Power Transformer Diagnostics and Insulation,2018,2
Lightning and Electromagnetic Phenomena,2018,2
Atomic and Subatomic Physics Research,2018,2
Spacecraft Design and Technology,2018,2
Theology and Philosophy of Evil,2018,2
Artificial Intelligence in Games,2018,2
Cultural and Sociopolitical Studies,2018,2
Neural and Behavioral Psychology Studies,2018,2
Scientific Computing and Data Management,2018,2
Mathematical Analysis and Transform Methods,2018,2
Law in Society and Culture,2018,2
Species Distribution and Climate Change,2018,2
EFL/ESL Teaching and Learning,2018,2
Second Language Acquisition and Learning,2018,2
Aerospace Engineering and Control Systems,2018,2
BIM and Construction Integration,2018,2
Bluetooth and Wireless Communication Technologies,2018,2
Edcuational Technology Systems,2018,2
Philosophy and History of Science,2018,2
Child and Animal Learning Development,2018,2
Cultural Heritage Materials Analysis,2018,2
Motor Control and Adaptation,2018,2
Advanced Control Systems Optimization,2018,2
Financial Markets and Investment Strategies,2018,2
Impact of Technology on Adolescents,2018,2
Library Collection Development and Digital Resources,2018,2
Sharing Economy and Platforms,2018,2
Diffusion and Search Dynamics,2018,2
Psychological and Educational Research Studies,2018,2
"Optimism, Hope, and Well-being",2018,2
Muscle activation and electromyography studies,2018,2
Hydrological Forecasting Using AI,2018,2
Reliability and Maintenance Optimization,2018,2
Mobile and Web Applications,2018,2
Economic Policies and Impacts,2018,2
"Gender, Labor, and Family Dynamics",2018,2
Decision-Making and Behavioral Economics,2018,2
Evaluation Methods in Various Fields,2018,2
Evaluation and Optimization Models,2018,2
Scientific Research and Philosophical Inquiry,2018,2
Homotopy and Cohomology in Algebraic Topology,2018,2
Transport and Logistics Innovations,2018,2
AI-based Problem Solving and Planning,2018,2
Management and Optimization Techniques,2018,2
Aesthetic Perception and Analysis,2018,2
Underwater Acoustics Research,2018,2
Smart Agriculture and AI,2018,2
Planetary Science and Exploration,2018,2
Real-time simulation and control systems,2018,2
Advanced materials and composites,2018,2
Magnetic Bearings and Levitation Dynamics,2018,2
Orbital Angular Momentum in Optics,2018,2
Surface Roughness and Optical Measurements,2018,2
Wikis in Education and Collaboration,2018,2
Antenna Design and Analysis,2018,2
Age of Information Optimization,2018,2
Forgiveness and Related Behaviors,2018,2
Infrared Thermography in Medicine,2018,2
Head and Neck Cancer Studies,2018,2
Transportation Planning and Optimization,2018,2
Advanced Control Systems Design,2018,2
Engineering and Technology Innovations,2018,2
